parameter,value,text,entities,regex_extracted
DiabetesPedigreeFunction,0.227,DiabetesPedigreeFunction 0.227,"[('0.227', 'MONEY')]",
DiabetesPedigreeFunction,1.171,DiabetesPedigreeFunction 1.171,[],
DiabetesPedigreeFunction,1.43,DiabetesPedigreeFunction 1.43,"[('1.43', 'MONEY')]",
DiabetesPedigreeFunction,0.815,DiabetesPedigreeFunction 0.815,"[('0.815', 'MONEY')]",
DiabetesPedigreeFunction,1.192,DiabetesPedigreeFunction 1.192,[],
DiabetesPedigreeFunction,0.493,DiabetesPedigreeFunction 0.493,[],
DiabetesPedigreeFunction,0.83,DiabetesPedigreeFunction 0.83,[],
DiabetesPedigreeFunction,1.591,DiabetesPedigreeFunction 1.591,"[('1.591', 'MONEY')]",
DiabetesPedigreeFunction,0.824,DiabetesPedigreeFunction 0.824,"[('0.824', 'MONEY')]",
DiabetesPedigreeFunction,2.259,DiabetesPedigreeFunction 2.259,[],
DiabetesPedigreeFunction,1.608,DiabetesPedigreeFunction 1.608,[],
DiabetesPedigreeFunction,1.153,DiabetesPedigreeFunction 1.153,[],
DiabetesPedigreeFunction,0.193,DiabetesPedigreeFunction 0.193,[],
DiabetesPedigreeFunction,1.299,DiabetesPedigreeFunction 1.299,"[('1.299', 'MONEY')]",
DiabetesPedigreeFunction,1.935,DiabetesPedigreeFunction 1.935,[],
DiabetesPedigreeFunction,0.737,DiabetesPedigreeFunction 0.737,"[('0.737', 'MONEY')]",
DiabetesPedigreeFunction,2.036,DiabetesPedigreeFunction 2.036,"[('2.036', 'MONEY')]",
DiabetesPedigreeFunction,0.704,DiabetesPedigreeFunction 0.704,"[('0.704', 'MONEY')]",
DiabetesPedigreeFunction,2.077,DiabetesPedigreeFunction 2.077,[],
DiabetesPedigreeFunction,0.305,DiabetesPedigreeFunction 0.305,[],
DiabetesPedigreeFunction,2.179,DiabetesPedigreeFunction 2.179,"[('2.179', 'MONEY')]",
DiabetesPedigreeFunction,1.298,DiabetesPedigreeFunction 1.298,[],
DiabetesPedigreeFunction,0.812,DiabetesPedigreeFunction 0.812,[],
DiabetesPedigreeFunction,0.736,DiabetesPedigreeFunction 0.736,"[('0.736', 'MONEY')]",
DiabetesPedigreeFunction,1.137,DiabetesPedigreeFunction 1.137,[],
DiabetesPedigreeFunction,2.498,DiabetesPedigreeFunction 2.498,"[('2.498', 'MONEY')]",
DiabetesPedigreeFunction,0.629,DiabetesPedigreeFunction 0.629,[],
DiabetesPedigreeFunction,0.348,DiabetesPedigreeFunction 0.348,"[('0.348', 'MONEY')]",
DiabetesPedigreeFunction,1.504,DiabetesPedigreeFunction 1.504,[],
DiabetesPedigreeFunction,1.273,DiabetesPedigreeFunction 1.273,[],
DiabetesPedigreeFunction,1.358,DiabetesPedigreeFunction 1.358,[],
DiabetesPedigreeFunction,1.701,DiabetesPedigreeFunction 1.701,[],
DiabetesPedigreeFunction,0.741,DiabetesPedigreeFunction 0.741,"[('0.741', 'MONEY')]",
DiabetesPedigreeFunction,2.286,DiabetesPedigreeFunction 2.286,[],
DiabetesPedigreeFunction,1.146,DiabetesPedigreeFunction 1.146,[],
DiabetesPedigreeFunction,0.41,DiabetesPedigreeFunction 0.41,"[('0.41', 'MONEY')]",
DiabetesPedigreeFunction,1.882,DiabetesPedigreeFunction 1.882,[],
DiabetesPedigreeFunction,1.643,DiabetesPedigreeFunction 1.643,[],
DiabetesPedigreeFunction,0.858,DiabetesPedigreeFunction 0.858,[],
DiabetesPedigreeFunction,1.592,DiabetesPedigreeFunction 1.592,"[('1.592', 'MONEY')]",
DiabetesPedigreeFunction,0.628,DiabetesPedigreeFunction 0.628,[],
DiabetesPedigreeFunction,1.168,DiabetesPedigreeFunction 1.168,[],
DiabetesPedigreeFunction,2.259,DiabetesPedigreeFunction 2.259,[],
DiabetesPedigreeFunction,0.42,DiabetesPedigreeFunction 0.42,[],
DiabetesPedigreeFunction,1.028,DiabetesPedigreeFunction 1.028,[],
DiabetesPedigreeFunction,2.071,DiabetesPedigreeFunction 2.071,"[('2.071', 'CARDINAL')]",
DiabetesPedigreeFunction,2.427,DiabetesPedigreeFunction 2.427,[],
DiabetesPedigreeFunction,1.189,DiabetesPedigreeFunction 1.189,[],
DiabetesPedigreeFunction,1.317,DiabetesPedigreeFunction 1.317,[],
DiabetesPedigreeFunction,1.473,DiabetesPedigreeFunction 1.473,[],
DiabetesPedigreeFunction,2.338,DiabetesPedigreeFunction 2.338,[],
DiabetesPedigreeFunction,2.16,DiabetesPedigreeFunction 2.16,[],
DiabetesPedigreeFunction,0.509,DiabetesPedigreeFunction 0.509,[],
DiabetesPedigreeFunction,1.148,DiabetesPedigreeFunction 1.148,"[('1.148', 'MONEY')]",
DiabetesPedigreeFunction,1.214,DiabetesPedigreeFunction 1.214,[],
DiabetesPedigreeFunction,1.994,DiabetesPedigreeFunction 1.994,[],
DiabetesPedigreeFunction,1.547,DiabetesPedigreeFunction 1.547,"[('1.547', 'MONEY')]",
DiabetesPedigreeFunction,1.67,DiabetesPedigreeFunction 1.67,[],
DiabetesPedigreeFunction,2.496,DiabetesPedigreeFunction 2.496,"[('2.496', 'MONEY')]",
DiabetesPedigreeFunction,0.28,DiabetesPedigreeFunction 0.28,[],
DiabetesPedigreeFunction,0.635,DiabetesPedigreeFunction 0.635,"[('0.635', 'MONEY')]",
DiabetesPedigreeFunction,1.079,DiabetesPedigreeFunction 1.079,"[('1.079', 'MONEY')]",
DiabetesPedigreeFunction,0.935,DiabetesPedigreeFunction 0.935,[],
DiabetesPedigreeFunction,0.152,DiabetesPedigreeFunction 0.152,[],
DiabetesPedigreeFunction,0.32,DiabetesPedigreeFunction 0.32,[],
DiabetesPedigreeFunction,1.734,DiabetesPedigreeFunction 1.734,[],
DiabetesPedigreeFunction,2.21,DiabetesPedigreeFunction 2.21,[],
DiabetesPedigreeFunction,1.334,DiabetesPedigreeFunction 1.334,[],
DiabetesPedigreeFunction,1.394,DiabetesPedigreeFunction 1.394,"[('1.394', 'MONEY')]",
DiabetesPedigreeFunction,0.712,DiabetesPedigreeFunction 0.712,[],
DiabetesPedigreeFunction,1.943,DiabetesPedigreeFunction 1.943,[],
DiabetesPedigreeFunction,1.904,DiabetesPedigreeFunction 1.904,"[('1.904', 'MONEY')]",
DiabetesPedigreeFunction,1.512,DiabetesPedigreeFunction 1.512,[],
DiabetesPedigreeFunction,0.61,DiabetesPedigreeFunction 0.61,[],
DiabetesPedigreeFunction,0.333,DiabetesPedigreeFunction 0.333,[],
DiabetesPedigreeFunction,0.254,DiabetesPedigreeFunction 0.254,[],
DiabetesPedigreeFunction,1.522,DiabetesPedigreeFunction 1.522,[],
DiabetesPedigreeFunction,2.08,DiabetesPedigreeFunction 2.08,[],
DiabetesPedigreeFunction,2.16,DiabetesPedigreeFunction 2.16,[],
DiabetesPedigreeFunction,1.213,DiabetesPedigreeFunction 1.213,[],
DiabetesPedigreeFunction,1.982,DiabetesPedigreeFunction 1.982,[],
DiabetesPedigreeFunction,2.373,DiabetesPedigreeFunction 2.373,[],
DiabetesPedigreeFunction,0.76,DiabetesPedigreeFunction 0.76,[],
DiabetesPedigreeFunction,1.055,DiabetesPedigreeFunction 1.055,[],
DiabetesPedigreeFunction,2.336,DiabetesPedigreeFunction 2.336,[],
DiabetesPedigreeFunction,0.912,DiabetesPedigreeFunction 0.912,"[('0.912', 'MONEY')]",
DiabetesPedigreeFunction,2.293,DiabetesPedigreeFunction 2.293,[],
DiabetesPedigreeFunction,2.455,DiabetesPedigreeFunction 2.455,[],
DiabetesPedigreeFunction,1.688,DiabetesPedigreeFunction 1.688,[],
DiabetesPedigreeFunction,2.061,DiabetesPedigreeFunction 2.061,"[('2.061', 'MONEY')]",
DiabetesPedigreeFunction,1.899,DiabetesPedigreeFunction 1.899,[],
DiabetesPedigreeFunction,1.779,DiabetesPedigreeFunction 1.779,"[('1.779', 'MONEY')]",
DiabetesPedigreeFunction,0.837,DiabetesPedigreeFunction 0.837,[],
DiabetesPedigreeFunction,0.237,DiabetesPedigreeFunction 0.237,[],
DiabetesPedigreeFunction,0.923,DiabetesPedigreeFunction 0.923,"[('0.923', 'MONEY')]",
DiabetesPedigreeFunction,1.701,DiabetesPedigreeFunction 1.701,[],
DiabetesPedigreeFunction,0.346,DiabetesPedigreeFunction 0.346,"[('0.346', 'MONEY')]",
DiabetesPedigreeFunction,0.129,DiabetesPedigreeFunction 0.129,[],
DiabetesPedigreeFunction,0.435,DiabetesPedigreeFunction 0.435,[],
DiabetesPedigreeFunction,1.818,DiabetesPedigreeFunction 1.818,"[('1.818', 'MONEY')]",
DiabetesPedigreeFunction,2.435,DiabetesPedigreeFunction 2.435,[],
DiabetesPedigreeFunction,2.459,DiabetesPedigreeFunction 2.459,[],
DiabetesPedigreeFunction,1.286,DiabetesPedigreeFunction 1.286,"[('1.286', 'MONEY')]",
DiabetesPedigreeFunction,2.186,DiabetesPedigreeFunction 2.186,"[('2.186', 'MONEY')]",
DiabetesPedigreeFunction,1.868,DiabetesPedigreeFunction 1.868,[],
DiabetesPedigreeFunction,1.302,DiabetesPedigreeFunction 1.302,[],
DiabetesPedigreeFunction,1.475,DiabetesPedigreeFunction 1.475,"[('1.475', 'MONEY')]",
DiabetesPedigreeFunction,0.429,DiabetesPedigreeFunction 0.429,[],
DiabetesPedigreeFunction,2.35,DiabetesPedigreeFunction 2.35,"[('2.35', 'MONEY')]",
DiabetesPedigreeFunction,0.945,DiabetesPedigreeFunction 0.945,"[('0.945', 'MONEY')]",
DiabetesPedigreeFunction,1.171,DiabetesPedigreeFunction 1.171,[],
DiabetesPedigreeFunction,1.712,DiabetesPedigreeFunction 1.712,[],
DiabetesPedigreeFunction,0.901,DiabetesPedigreeFunction 0.901,"[('0.901', 'MONEY')]",
DiabetesPedigreeFunction,0.71,DiabetesPedigreeFunction 0.71,[],
DiabetesPedigreeFunction,1.615,DiabetesPedigreeFunction 1.615,[],
DiabetesPedigreeFunction,0.16,DiabetesPedigreeFunction 0.16,[],
DiabetesPedigreeFunction,1.83,DiabetesPedigreeFunction 1.83,[],
DiabetesPedigreeFunction,1.334,DiabetesPedigreeFunction 1.334,[],
DiabetesPedigreeFunction,1.554,DiabetesPedigreeFunction 1.554,"[('1.554', 'MONEY')]",
DiabetesPedigreeFunction,1.617,DiabetesPedigreeFunction 1.617,"[('1.617', 'MONEY')]",
DiabetesPedigreeFunction,1.365,DiabetesPedigreeFunction 1.365,[],
DiabetesPedigreeFunction,1.498,DiabetesPedigreeFunction 1.498,"[('1.498', 'MONEY')]",
DiabetesPedigreeFunction,1.741,DiabetesPedigreeFunction 1.741,[],
DiabetesPedigreeFunction,1.907,DiabetesPedigreeFunction 1.907,[],
DiabetesPedigreeFunction,1.846,DiabetesPedigreeFunction 1.846,"[('1.846', 'MONEY')]",
DiabetesPedigreeFunction,2.187,DiabetesPedigreeFunction 2.187,[],
DiabetesPedigreeFunction,0.555,DiabetesPedigreeFunction 0.555,[],
DiabetesPedigreeFunction,1.063,DiabetesPedigreeFunction 1.063,"[('1.063', 'MONEY')]",
DiabetesPedigreeFunction,2.375,DiabetesPedigreeFunction 2.375,[],
DiabetesPedigreeFunction,1.052,DiabetesPedigreeFunction 1.052,[],
DiabetesPedigreeFunction,0.4,DiabetesPedigreeFunction 0.4,[],
DiabetesPedigreeFunction,1.361,DiabetesPedigreeFunction 1.361,[],
DiabetesPedigreeFunction,0.363,DiabetesPedigreeFunction 0.363,[],
DiabetesPedigreeFunction,0.587,DiabetesPedigreeFunction 0.587,[],
DiabetesPedigreeFunction,2.496,DiabetesPedigreeFunction 2.496,"[('2.496', 'MONEY')]",
DiabetesPedigreeFunction,1.399,DiabetesPedigreeFunction 1.399,"[('1.399', 'MONEY')]",
DiabetesPedigreeFunction,0.782,DiabetesPedigreeFunction 0.782,"[('0.782', 'MONEY')]",
DiabetesPedigreeFunction,2.487,DiabetesPedigreeFunction 2.487,[],
DiabetesPedigreeFunction,2.42,DiabetesPedigreeFunction 2.42,[],
DiabetesPedigreeFunction,1.158,DiabetesPedigreeFunction 1.158,[],
DiabetesPedigreeFunction,0.725,DiabetesPedigreeFunction 0.725,[],
DiabetesPedigreeFunction,2.112,DiabetesPedigreeFunction 2.112,[],
DiabetesPedigreeFunction,1.817,DiabetesPedigreeFunction 1.817,[],
DiabetesPedigreeFunction,1.749,DiabetesPedigreeFunction 1.749,"[('1.749', 'MONEY')]",
DiabetesPedigreeFunction,2.243,DiabetesPedigreeFunction 2.243,"[('2.243', 'MONEY')]",
DiabetesPedigreeFunction,1.755,DiabetesPedigreeFunction 1.755,"[('1.755', 'MONEY')]",
DiabetesPedigreeFunction,0.781,DiabetesPedigreeFunction 0.781,"[('0.781', 'MONEY')]",
DiabetesPedigreeFunction,1.765,DiabetesPedigreeFunction 1.765,"[('1.765', 'MONEY')]",
DiabetesPedigreeFunction,0.834,DiabetesPedigreeFunction 0.834,"[('0.834', 'MONEY')]",
DiabetesPedigreeFunction,1.922,DiabetesPedigreeFunction 1.922,[],
DiabetesPedigreeFunction,1.587,DiabetesPedigreeFunction 1.587,"[('1.587', 'MONEY')]",
DiabetesPedigreeFunction,0.286,DiabetesPedigreeFunction 0.286,"[('0.286', 'MONEY')]",
DiabetesPedigreeFunction,1.331,DiabetesPedigreeFunction 1.331,[],
DiabetesPedigreeFunction,0.924,DiabetesPedigreeFunction 0.924,"[('0.924', 'MONEY')]",
DiabetesPedigreeFunction,0.889,DiabetesPedigreeFunction 0.889,[],
DiabetesPedigreeFunction,1.545,DiabetesPedigreeFunction 1.545,[],
DiabetesPedigreeFunction,0.874,DiabetesPedigreeFunction 0.874,[],
DiabetesPedigreeFunction,1.965,DiabetesPedigreeFunction 1.965,[],
DiabetesPedigreeFunction,0.27,DiabetesPedigreeFunction 0.27,[],
DiabetesPedigreeFunction,1.685,DiabetesPedigreeFunction 1.685,"[('1.685', 'MONEY')]",
DiabetesPedigreeFunction,2.042,DiabetesPedigreeFunction 2.042,"[('2.042', 'MONEY')]",
DiabetesPedigreeFunction,1.715,DiabetesPedigreeFunction 1.715,[],
DiabetesPedigreeFunction,1.293,DiabetesPedigreeFunction 1.293,[],
DiabetesPedigreeFunction,2.381,DiabetesPedigreeFunction 2.381,[],
DiabetesPedigreeFunction,0.82,DiabetesPedigreeFunction 0.82,[],
DiabetesPedigreeFunction,0.146,DiabetesPedigreeFunction 0.146,"[('0.146', 'MONEY')]",
DiabetesPedigreeFunction,1.137,DiabetesPedigreeFunction 1.137,[],
DiabetesPedigreeFunction,0.179,DiabetesPedigreeFunction 0.179,[],
DiabetesPedigreeFunction,2.389,DiabetesPedigreeFunction 2.389,"[('2.389', 'MONEY')]",
DiabetesPedigreeFunction,0.604,DiabetesPedigreeFunction 0.604,[],
DiabetesPedigreeFunction,1.993,DiabetesPedigreeFunction 1.993,[],
DiabetesPedigreeFunction,1.959,DiabetesPedigreeFunction 1.959,[],
DiabetesPedigreeFunction,0.623,DiabetesPedigreeFunction 0.623,[],
DiabetesPedigreeFunction,1.591,DiabetesPedigreeFunction 1.591,"[('1.591', 'MONEY')]",
DiabetesPedigreeFunction,0.215,DiabetesPedigreeFunction 0.215,"[('0.215', 'MONEY')]",
DiabetesPedigreeFunction,1.261,DiabetesPedigreeFunction 1.261,"[('1.261', 'MONEY')]",
DiabetesPedigreeFunction,0.135,DiabetesPedigreeFunction 0.135,[],
DiabetesPedigreeFunction,2.311,DiabetesPedigreeFunction 2.311,[],
DiabetesPedigreeFunction,2.443,DiabetesPedigreeFunction 2.443,"[('2.443', 'MONEY')]",
DiabetesPedigreeFunction,0.633,DiabetesPedigreeFunction 0.633,[],
DiabetesPedigreeFunction,0.599,DiabetesPedigreeFunction 0.599,"[('0.599', 'MONEY')]",
DiabetesPedigreeFunction,1.909,DiabetesPedigreeFunction 1.909,[],
DiabetesPedigreeFunction,0.708,DiabetesPedigreeFunction 0.708,[],
DiabetesPedigreeFunction,2.248,DiabetesPedigreeFunction 2.248,"[('2.248', 'MONEY')]",
DiabetesPedigreeFunction,1.477,DiabetesPedigreeFunction 1.477,"[('1.477', 'MONEY')]",
DiabetesPedigreeFunction,0.942,DiabetesPedigreeFunction 0.942,[],
DiabetesPedigreeFunction,2.098,DiabetesPedigreeFunction 2.098,[],
DiabetesPedigreeFunction,1.284,DiabetesPedigreeFunction 1.284,"[('1.284', 'MONEY')]",
DiabetesPedigreeFunction,2.288,DiabetesPedigreeFunction 2.288,"[('2.288', 'MONEY')]",
DiabetesPedigreeFunction,2.327,DiabetesPedigreeFunction 2.327,[],
DiabetesPedigreeFunction,0.497,DiabetesPedigreeFunction 0.497,[],
DiabetesPedigreeFunction,0.106,DiabetesPedigreeFunction 0.106,"[('0.106', 'MONEY')]",
DiabetesPedigreeFunction,2.461,DiabetesPedigreeFunction 2.461,[],
DiabetesPedigreeFunction,2.275,DiabetesPedigreeFunction 2.275,[],
DiabetesPedigreeFunction,0.233,DiabetesPedigreeFunction 0.233,[],
DiabetesPedigreeFunction,2.099,DiabetesPedigreeFunction 2.099,[],
DiabetesPedigreeFunction,1.199,DiabetesPedigreeFunction 1.199,[],
DiabetesPedigreeFunction,0.722,DiabetesPedigreeFunction 0.722,[],
DiabetesPedigreeFunction,2.209,DiabetesPedigreeFunction 2.209,[],
DiabetesPedigreeFunction,0.572,DiabetesPedigreeFunction 0.572,[],
DiabetesPedigreeFunction,2.374,DiabetesPedigreeFunction 2.374,"[('2.374', 'MONEY')]",
DiabetesPedigreeFunction,0.593,DiabetesPedigreeFunction 0.593,[],
DiabetesPedigreeFunction,1.573,DiabetesPedigreeFunction 1.573,[],
DiabetesPedigreeFunction,0.635,DiabetesPedigreeFunction 0.635,"[('0.635', 'MONEY')]",
DiabetesPedigreeFunction,1.41,DiabetesPedigreeFunction 1.41,[],
DiabetesPedigreeFunction,1.742,DiabetesPedigreeFunction 1.742,"[('1.742', 'MONEY')]",
DiabetesPedigreeFunction,0.557,DiabetesPedigreeFunction 0.557,"[('0.557', 'MONEY')]",
DiabetesPedigreeFunction,1.35,DiabetesPedigreeFunction 1.35,[],
DiabetesPedigreeFunction,1.226,DiabetesPedigreeFunction 1.226,[],
DiabetesPedigreeFunction,0.27,DiabetesPedigreeFunction 0.27,[],
DiabetesPedigreeFunction,2.064,DiabetesPedigreeFunction 2.064,"[('2.064', 'MONEY')]",
DiabetesPedigreeFunction,0.906,DiabetesPedigreeFunction 0.906,[],
DiabetesPedigreeFunction,1.479,DiabetesPedigreeFunction 1.479,"[('1.479', 'CARDINAL')]",
DiabetesPedigreeFunction,1.335,DiabetesPedigreeFunction 1.335,[],
DiabetesPedigreeFunction,1.332,DiabetesPedigreeFunction 1.332,"[('1.332', 'MONEY')]",
DiabetesPedigreeFunction,0.357,DiabetesPedigreeFunction 0.357,[],
DiabetesPedigreeFunction,1.116,DiabetesPedigreeFunction 1.116,[],
DiabetesPedigreeFunction,1.186,DiabetesPedigreeFunction 1.186,[],
DiabetesPedigreeFunction,1.861,DiabetesPedigreeFunction 1.861,[],
DiabetesPedigreeFunction,2.116,DiabetesPedigreeFunction 2.116,[],
DiabetesPedigreeFunction,1.408,DiabetesPedigreeFunction 1.408,[],
DiabetesPedigreeFunction,0.308,DiabetesPedigreeFunction 0.308,[],
DiabetesPedigreeFunction,0.668,DiabetesPedigreeFunction 0.668,"[('0.668', 'MONEY')]",
DiabetesPedigreeFunction,0.496,DiabetesPedigreeFunction 0.496,"[('0.496', 'MONEY')]",
DiabetesPedigreeFunction,0.399,DiabetesPedigreeFunction 0.399,[],
DiabetesPedigreeFunction,0.978,DiabetesPedigreeFunction 0.978,"[('0.978', 'MONEY')]",
DiabetesPedigreeFunction,0.651,DiabetesPedigreeFunction 0.651,[],
DiabetesPedigreeFunction,0.624,DiabetesPedigreeFunction 0.624,[],
DiabetesPedigreeFunction,0.231,DiabetesPedigreeFunction 0.231,[],
DiabetesPedigreeFunction,0.142,DiabetesPedigreeFunction 0.142,[],
DiabetesPedigreeFunction,0.347,DiabetesPedigreeFunction 0.347,[],
DiabetesPedigreeFunction,0.513,DiabetesPedigreeFunction 0.513,"[('0.513', 'MONEY')]",
DiabetesPedigreeFunction,1.134,DiabetesPedigreeFunction 1.134,[],
DiabetesPedigreeFunction,1.325,DiabetesPedigreeFunction 1.325,[],
DiabetesPedigreeFunction,0.437,DiabetesPedigreeFunction 0.437,[],
DiabetesPedigreeFunction,1.119,DiabetesPedigreeFunction 1.119,[],
DiabetesPedigreeFunction,0.92,DiabetesPedigreeFunction 0.92,"[('0.92', 'MONEY')]",
DiabetesPedigreeFunction,0.54,DiabetesPedigreeFunction 0.54,[],
DiabetesPedigreeFunction,0.116,DiabetesPedigreeFunction 0.116,[],
DiabetesPedigreeFunction,1.221,DiabetesPedigreeFunction 1.221,"[('1.221', 'MONEY')]",
DiabetesPedigreeFunction,1.746,DiabetesPedigreeFunction 1.746,[],
DiabetesPedigreeFunction,0.643,DiabetesPedigreeFunction 0.643,"[('0.643', 'MONEY')]",
DiabetesPedigreeFunction,0.416,DiabetesPedigreeFunction 0.416,"[('0.416', 'MONEY')]",
DiabetesPedigreeFunction,2.229,DiabetesPedigreeFunction 2.229,[],
DiabetesPedigreeFunction,0.76,DiabetesPedigreeFunction 0.76,[],
DiabetesPedigreeFunction,0.637,DiabetesPedigreeFunction 0.637,[],
DiabetesPedigreeFunction,2.157,DiabetesPedigreeFunction 2.157,[],
DiabetesPedigreeFunction,2.061,DiabetesPedigreeFunction 2.061,"[('2.061', 'MONEY')]",
DiabetesPedigreeFunction,1.176,DiabetesPedigreeFunction 1.176,[],
DiabetesPedigreeFunction,1.274,DiabetesPedigreeFunction 1.274,[],
DiabetesPedigreeFunction,0.623,DiabetesPedigreeFunction 0.623,[],
DiabetesPedigreeFunction,0.288,DiabetesPedigreeFunction 0.288,"[('0.288', 'MONEY')]",
DiabetesPedigreeFunction,1.476,DiabetesPedigreeFunction 1.476,[],
DiabetesPedigreeFunction,0.336,DiabetesPedigreeFunction 0.336,[],
DiabetesPedigreeFunction,1.178,DiabetesPedigreeFunction 1.178,"[('1.178', 'CARDINAL')]",
DiabetesPedigreeFunction,2.357,DiabetesPedigreeFunction 2.357,[],
DiabetesPedigreeFunction,2.387,DiabetesPedigreeFunction 2.387,"[('2.387', 'MONEY')]",
DiabetesPedigreeFunction,0.674,DiabetesPedigreeFunction 0.674,"[('0.674', 'MONEY')]",
DiabetesPedigreeFunction,1.598,DiabetesPedigreeFunction 1.598,[],
DiabetesPedigreeFunction,1.238,DiabetesPedigreeFunction 1.238,"[('1.238', 'MONEY')]",
DiabetesPedigreeFunction,2.202,DiabetesPedigreeFunction 2.202,[],
DiabetesPedigreeFunction,0.751,DiabetesPedigreeFunction 0.751,"[('0.751', 'MONEY')]",
DiabetesPedigreeFunction,0.109,DiabetesPedigreeFunction 0.109,[],
DiabetesPedigreeFunction,0.49,DiabetesPedigreeFunction 0.49,[],
DiabetesPedigreeFunction,0.939,DiabetesPedigreeFunction 0.939,[],
DiabetesPedigreeFunction,0.858,DiabetesPedigreeFunction 0.858,[],
DiabetesPedigreeFunction,1.999,DiabetesPedigreeFunction 1.999,[],
DiabetesPedigreeFunction,1.733,DiabetesPedigreeFunction 1.733,"[('1.733', 'MONEY')]",
DiabetesPedigreeFunction,0.819,DiabetesPedigreeFunction 0.819,[],
DiabetesPedigreeFunction,1.199,DiabetesPedigreeFunction 1.199,[],
DiabetesPedigreeFunction,0.329,DiabetesPedigreeFunction 0.329,[],
DiabetesPedigreeFunction,2.256,DiabetesPedigreeFunction 2.256,"[('2.256', 'CARDINAL')]",
DiabetesPedigreeFunction,2.345,DiabetesPedigreeFunction 2.345,"[('2.345', 'MONEY')]",
DiabetesPedigreeFunction,2.452,DiabetesPedigreeFunction 2.452,"[('2.452', 'MONEY')]",
DiabetesPedigreeFunction,2.185,DiabetesPedigreeFunction 2.185,[],
DiabetesPedigreeFunction,0.518,DiabetesPedigreeFunction 0.518,"[('0.518', 'MONEY')]",
DiabetesPedigreeFunction,0.211,DiabetesPedigreeFunction 0.211,[],
DiabetesPedigreeFunction,1.491,DiabetesPedigreeFunction 1.491,"[('1.491', 'MONEY')]",
DiabetesPedigreeFunction,2.29,DiabetesPedigreeFunction 2.29,[],
DiabetesPedigreeFunction,0.526,DiabetesPedigreeFunction 0.526,[],
DiabetesPedigreeFunction,0.117,DiabetesPedigreeFunction 0.117,[],
DiabetesPedigreeFunction,2.033,DiabetesPedigreeFunction 2.033,[],
DiabetesPedigreeFunction,0.284,DiabetesPedigreeFunction 0.284,"[('0.284', 'MONEY')]",
DiabetesPedigreeFunction,1.093,DiabetesPedigreeFunction 1.093,"[('1.093', 'MONEY')]",
DiabetesPedigreeFunction,1.729,DiabetesPedigreeFunction 1.729,[],
DiabetesPedigreeFunction,0.668,DiabetesPedigreeFunction 0.668,"[('0.668', 'MONEY')]",
DiabetesPedigreeFunction,0.302,DiabetesPedigreeFunction 0.302,"[('0.302', 'MONEY')]",
DiabetesPedigreeFunction,1.948,DiabetesPedigreeFunction 1.948,[],
DiabetesPedigreeFunction,1.612,DiabetesPedigreeFunction 1.612,"[('1.612', 'MONEY')]",
DiabetesPedigreeFunction,2.472,DiabetesPedigreeFunction 2.472,[],
DiabetesPedigreeFunction,0.926,DiabetesPedigreeFunction 0.926,"[('0.926', 'MONEY')]",
DiabetesPedigreeFunction,0.248,DiabetesPedigreeFunction 0.248,[],
DiabetesPedigreeFunction,1.862,DiabetesPedigreeFunction 1.862,[],
DiabetesPedigreeFunction,1.352,DiabetesPedigreeFunction 1.352,[],
DiabetesPedigreeFunction,0.612,DiabetesPedigreeFunction 0.612,"[('0.612', 'MONEY')]",
DiabetesPedigreeFunction,1.976,DiabetesPedigreeFunction 1.976,[],
DiabetesPedigreeFunction,0.589,DiabetesPedigreeFunction 0.589,[],
DiabetesPedigreeFunction,0.726,DiabetesPedigreeFunction 0.726,[],
DiabetesPedigreeFunction,0.322,DiabetesPedigreeFunction 0.322,"[('0.322', 'MONEY')]",
DiabetesPedigreeFunction,1.059,DiabetesPedigreeFunction 1.059,"[('1.059', 'MONEY')]",
DiabetesPedigreeFunction,1.105,DiabetesPedigreeFunction 1.105,[],
DiabetesPedigreeFunction,1.335,DiabetesPedigreeFunction 1.335,[],
DiabetesPedigreeFunction,1.802,DiabetesPedigreeFunction 1.802,[],
DiabetesPedigreeFunction,2.275,DiabetesPedigreeFunction 2.275,[],
DiabetesPedigreeFunction,0.431,DiabetesPedigreeFunction 0.431,[],
DiabetesPedigreeFunction,0.23,DiabetesPedigreeFunction 0.23,[],
DiabetesPedigreeFunction,0.144,DiabetesPedigreeFunction 0.144,[],
DiabetesPedigreeFunction,0.445,DiabetesPedigreeFunction 0.445,[],
DiabetesPedigreeFunction,1.679,DiabetesPedigreeFunction 1.679,"[('1.679', 'MONEY')]",
DiabetesPedigreeFunction,1.846,DiabetesPedigreeFunction 1.846,"[('1.846', 'MONEY')]",
DiabetesPedigreeFunction,1.988,DiabetesPedigreeFunction 1.988,[],
DiabetesPedigreeFunction,0.685,DiabetesPedigreeFunction 0.685,"[('0.685', 'MONEY')]",
DiabetesPedigreeFunction,0.834,DiabetesPedigreeFunction 0.834,"[('0.834', 'MONEY')]",
DiabetesPedigreeFunction,1.26,DiabetesPedigreeFunction 1.26,[],
DiabetesPedigreeFunction,0.252,DiabetesPedigreeFunction 0.252,[],
DiabetesPedigreeFunction,1.567,DiabetesPedigreeFunction 1.567,[],
DiabetesPedigreeFunction,2.461,DiabetesPedigreeFunction 2.461,[],
DiabetesPedigreeFunction,0.966,DiabetesPedigreeFunction 0.966,[],
DiabetesPedigreeFunction,1.907,DiabetesPedigreeFunction 1.907,[],
